merchant_id,merchant_name,merchant_category,mcc,business_type,city,state,has_onboarding_date,onboarding_date,is_masked_account,settlement_account,merchant_status,declared_avg_ticket_size
MCH5900,Sarraf Nagar,Medical & Health,5912,Proprietorship,Kolkata,West Bengal,TRUE,23-03-24 06:41,FALSE,859371893,ACTIVE,380.94
MCH5902,Iyer Pal And Kaur,Retail & Groceries,5311,Private Limited,Pune,Maharashtra,TRUE,14-08-24 00:00,FALSE,,ACTIVE,441.19
MCH5904,Karan Ltd,Apparel & Fashion,56990,Proprietorship,Bengaluru,Karnataka,TRUE,29-11-23 00:00,FALSE,,ACTIVE,0.1441
MCH5905,Karnik Ltd,Food & Beverage,5812,Individual,Poona,Maharashtra,TRUE,05-02-26 00:00,TRUE,XXXX6996,ACTIVE,653.53
MCH5911,Chacko Kota,Retail,5311,Partnership / LLP,Hyd,Telangana,TRUE,07-09-23 00:00,FALSE,,ACTIVE,797.25
MCH5912,Raman Viswanathan And Garg,Electronics & Tech,4814,Individual,Bengaluru,Karnataka,TRUE,12-01-23 17:59,FALSE,3092091837,ACTIVE,0.4153
MCH5914,Agarwal Pant And Ravi,Retail & Groceries,5311,Private Limited,Hyderabad,Telangana,TRUE,23-10-23 09:35,TRUE,XXXX4508,ACTIVE,1447.48
MCH5915,Solanki Banik And Badal,Travel & Transport,4131,Individual,Jalandhar,Punjab,TRUE,22-10-24 00:00,TRUE,XXXX8472,ACTIVE,1488.9
MCH5917,Tara Bhasin And Singh,Medical & Health,5912,Proprietorship,Pune,Maharashtra,TRUE,26-08-23 00:00,FALSE,6037353463,SUSPENDED,443.4
MCH5918,Bora Rege,Apparel & Fashion,5699,Partnership / LLP,Pune,Maharashtra,TRUE,23-09-24 00:00,FALSE,USII8978521648386,ACTIVE,203.17
MCH5921,Saraf Saraf,Hotel & Lodging,7011,Individual,Jaipur,Rajasthan,TRUE,31-05-25 15:14,TRUE,XXXX9547,ACTIVE,352.95
MCH5923,Banik Yogi And Seth,Electronics & Tech,4814,Individual,New Delhi,Delhi,FALSE,,FALSE,CKTY3945451387681,INACTIVE,378.2
MCH5924,Chana Thaman,Phone Service,4814,Proprietorship,New Delhi,Delhi,TRUE,27-09-25 23:42,TRUE,XXXX2862,ACTIVE,1054.56
MCH5927,Hayer Palla And Ganesh,Apparel & Fashion,5699,Private Limited,Lucknow,Uttar Pradesh,TRUE,16-06-24 00:00,FALSE,,ACTIVE,3764.09
MCH5929,Chaudry Pal,Hotel & Lodging,7011,Private Limited,Chennai,Tamil Nadu,TRUE,12-11-24 00:00,FALSE,RXEM4030982599966,ACTIVE,705.57
MCH5932,Jani Sathe,Electronics & Tech,4814,Partnership / LLP,Ludhiana,Punjab,TRUE,09-10-24 04:03,FALSE,,ACTIVE,2383.64
MCH5933,Natarajan Swaminathan And Dugar,Retail Other,5999,Partnership / LLP,Kolkata,West Bengal,TRUE,26-09-25 20:35,TRUE,XXXX6381,ACTIVE,2711.41
MCH5934,Krish Doshi,Travel & Transport,41310,Individual,Jaipur,Rajasthan,TRUE,24-02-24 03:10,FALSE,2184684980,ACTIVE,2895.4
MCH5937,Babu Contractor And Sem,Retail & Groceries,5411,Private Limited,Hyd,Telangana,TRUE,01-04-23 00:00,FALSE,,INACTIVE,415.88
MCH5938,Prabhu Llc,Other,5999,Proprietorship,Jalandhar,Punjab,TRUE,16-10-24 00:00,FALSE,,ACTIVE,590.79
MCH5939,Mohan Varughese And Johal,Retail & Groceries,5411,Partnership / LLP,Bengaluru,Karnataka,TRUE,20-12-24 00:00,TRUE,XXXX0991,ACTIVE,4307.34
MCH5941,G0Ur Ltd,Books & Stationery,5942,Private Limited,Lucknow,Uttar Pradesh,TRUE,30-04-23 00:00,TRUE,XXXX2222,ACTIVE,1448.04
MCH5944,Dave Bal,Transprt,4131,Private Limited,Mumbai,Maharashtra,TRUE,18-12-24 00:00,FALSE,ETMK1453170948286,ACTIVE,1778.76
MCH5950,Dey Raj,Retail Other,5999,Proprietorship,Amritsar,Punjab,TRUE,29-11-25 00:00,FALSE,371217445,ACTIVE,3256.77
MCH5951,Sahni Gour And Sama,Retail & Groceries,5311,Private Limited,Pune,Maharashtra,TRUE,13-05-24 00:00,FALSE,,ACTIVE,2353.06
MCH5953,Sandhu Srinivas And Thakur,Apparel & Fashion,5699,Private Limited,Amritsar,Punjab,TRUE,09-10-23 19:25,FALSE,TMUQ0408880729796,ACTIVE,3101.03
MCH5954,Chand Dora And Dey,Food & Beverage,,Private Limited,Chennai,Tamil Nadu,TRUE,28-08-25 14:38,FALSE,,ACTIVE,1159.45
MCH5955,Rana Mangat And De,Electronics & Tech,4814,Proprietorship,Kolkata,West Bengal,TRUE,05-02-25 00:00,TRUE,XXXX7902,ACTIVE,1491.64
MCH5957,Bose Plc,Books & Stationery,5942,Partnership / LLP,Jaipur,Rajasthan,TRUE,22-09-23 00:00,FALSE,,INACTIVE,1309.17
MCH5958,Panchal Krishnan And Thakkar,Food & Beverage,5812,Private Limited,Chennai,Tamil Nadu,TRUE,16-06-25 00:00,FALSE,1176480578,INACTIVE,999.64
MCH5959,Nigam Group,Books & Stationery,5942,Private Limited,Bombay,Maharashtra,TRUE,14-06-25 00:00,FALSE,TOMC3445782175803,INACTIVE,0.2495
MCH5961,Batra Ltd,Food & Beverage,5812,Individual,Jalandhar,Punjab,TRUE,24-05-24 00:00,FALSE,CHMJ2049480871128,ACTIVE,0.608
MCH5963,Goyal Sur,Food & Beverage,5812,Private Limited,Chennai,Tamil Nadu,TRUE,14-09-25 08:31,TRUE,XXXX6740,ACTIVE,0.3785
MCH5965,Wason Llc,Phone Service,4814,Partnership / LLP,Hyderabad,Telangana,TRUE,03-06-25 21:59,FALSE,,ACTIVE,0.2365
MCH5966,Bala Tandon And Keer,Retail & Groceries,,Individual,Lucknow,Uttar Pradesh,TRUE,06-02-23 00:00,FALSE,,ACTIVE,255.77
MCH5968,Soman Issac And Goswami,Retail & Groceries,5311,Private Limited,Jalandhar,Punjab,TRUE,16-10-25 00:00,FALSE,2039525092,ACTIVE,5598.75
MCH5970,Babu And Sons,Apparel & Fashion,5699,Private Limited,Amritsar,Punjab,TRUE,14-01-25 00:00,FALSE,,ACTIVE,2060.67
MCH5972,Mane Ltd,Books & Stationery,5942,Individual,Amritsar,Punjab,TRUE,06-03-24 07:02,TRUE,XXXX0204,ACTIVE,644.97
MCH5973,Biswas Dass,Apparel & Fashion,5699,Proprietorship,Lucknow,Uttar Pradesh,TRUE,25-11-25 00:00,TRUE,XXXX1507,ACTIVE,1036.37
MCH5974,Padmanabhan Llc,Food & Beverage,5812,Individual,Lucknow,Uttar Pradesh,TRUE,11-03-23 10:03,TRUE,XXXX9484,ACTIVE,0.1194
MCH5979,Mani Group,Travel & Transport,4131,Private Limited,Blr,Karnataka,TRUE,15-07-24 00:00,FALSE,,SUSPENDED,4686.23
MCH5980,Misra Ganguly,Transprt,4131,Individual,Calcutta,West Bengal,TRUE,13-08-25 00:00,TRUE,XXXX2799,ACTIVE,0.2762
MCH5983,Morar Memon And Kala,Retail & Groceries,5311,Proprietorship,Pune,Maharashtra,TRUE,06-05-25 09:44,FALSE,4976019828,ACTIVE,306.11
MCH5984,Acharya Badal,Other,5999,Proprietorship,Kolkata,West Bengal,TRUE,01-03-23 00:00,FALSE,,ACTIVE,0.515
MCH5992,Anne Gole And Bhatnagar,Medical & Health,5912,Private Limited,Ludhiana,Punjab,TRUE,31-12-25 00:00,FALSE,QOVD2358529671548,ACTIVE,1637.97
MCH5995,Bassi Ltd,Food & Beverage,5812,Private Limited,Lucknow,Uttar Pradesh,TRUE,01-02-24 00:00,TRUE,XXXX5294,ACTIVE,2631.68
MCH5997,Kothari Basuandkothari,Medical & Health,5912,Proprietorship,New Delhi,Delhi,TRUE,07-09-25 16:46,FALSE,4059468429,INACTIVE,2459.46
MCH5998,Joshi Inc,Retail & Groceries,5411,Private Limited,Chennai,Tamil Nadu,TRUE,30-08-24 00:00,FALSE,,ACTIVE,1152.74
MCH5999,Nori Inc,Other,5999,Private Limited,Jalandhar,Punjab,TRUE,02-01-26 22:34,TRUE,XXXX4498,ACTIVE,629.41
MCH6001,Murthy Batra,Hotel & Lodging,7011,Proprietorship,Jalandhar,Punjab,TRUE,31-08-24 00:00,FALSE,DRAQ5734718978671,ACTIVE,1116.47
MCH6002,Bal Group,Medical & Health,5912,Partnership / LLP,Dilli,Delhi,TRUE,14-05-25 00:00,FALSE,,ACTIVE,0.718
MCH6004,Raval And Sons,Food & Beverage,5812,Partnership / LLP,Bangalore,Karnataka,TRUE,20-10-25 12:33,FALSE,,ACTIVE,477.72
MCH6009,Nagar Chowdhury And Raghavan,Books & Stationery,,Private Limited,Pune,Maharashtra,FALSE,,TRUE,XXXX6864,ACTIVE,1266.03
MCH6010,Tak Sani And Jaggi,Medical & Health,5912,Individual,Jaipur,Rajasthan,TRUE,20-01-24 00:00,FALSE,TXCH9949373918886,ACTIVE,1022.54
MCH6013,Date Ltd,Apparel & Fashion,5699,Individual,Mumbai,Maharashtra,TRUE,12-11-25 09:48,FALSE,9831248184,INACTIVE,138.89
MCH6016,Goda Inc,Books & Stationery,,Proprietorship,Calcutta,West Bengal,TRUE,21-07-25 22:39,FALSE,FWRQ5490581831729,ACTIVE,1254.1
MCH6017,Loyal Sidhu And Balay,Electronics & Tech,4814,Proprietorship,Amritsar,Punjab,TRUE,08-01-25 01:30,FALSE,,ACTIVE,985.33
MCH6019,Chatterjee Ltd,Food & Beverage,,Private Limited,Dilli,Delhi,TRUE,25-01-26 00:00,FALSE,UFWO7733965180914,ACTIVE,100.27
MCH6020,Goda Ltd,Books & Stationery,5942,Proprietorship,Lucknow,Uttar Pradesh,TRUE,01-09-25 00:00,TRUE,XXXX5529,ACTIVE,2555.72
MCH6023,Datta Plc,Retail & Groceries,5411,Partnership / LLP,Ludhiana,Punjab,TRUE,27-01-26 00:00,FALSE,6184043041,ACTIVE,2183.74
MCH6024,Saran Sinha And Barman,Food & Beverage,5812,Proprietorship,Jalandhar,Punjab,TRUE,18-01-26 00:39,TRUE,XXXX8830,ACTIVE,1185.95
MCH6025,Rege Bali,Travel & Transport,4131,Individual,Bengaluru,Karnataka,TRUE,21-04-25 00:00,TRUE,XXXX0320,INACTIVE,2516.42
MCH6026,Narayanan Bhatt,Books & Stationery,5942,Partnership / LLP,Hyderabad,Telangana,TRUE,14-09-25 00:00,FALSE,1281831300,ACTIVE,746.02
MCH6028,Devan Saha And Nagar,Medical & Health,7011,Partnership / LLP,Jalandhar,Punjab,TRUE,02-05-23 08:52,TRUE,XXXX4040,ACTIVE,2112.02
MCH6030,Dhillon Sunder And Sodhi,Miscellaneous,5999,Partnership / LLP,Jaipur,Rajasthan,TRUE,19-02-25 00:00,FALSE,FIPF1132011620068,ACTIVE,884.98
MCH6031,Chauhan Group,Apparel & Fashion,5699,Individual,Hyderabad,Telangana,TRUE,13-12-24 22:44,TRUE,XXXX4944,ACTIVE,0.654
MCH6033,Sama Basak And Majumdar,Other,5999,Private Limited,Hyderabad,Telangana,TRUE,05-03-25 00:00,FALSE,665928024,ACTIVE,0.365
MCH6034,Sane Inc,Medical & Health,5912,Private Limited,Jaipur,Rajasthan,TRUE,18-10-25 00:00,FALSE,5791425986,ACTIVE,1353.34
MCH6035,Radhakrishnan Chad,Food & Beverage,5812,Partnership / LLP,New Delhi,Delhi,TRUE,25-01-26 00:00,FALSE,,ACTIVE,706.81
MCH6036,Chhabra Group,Apparel & Fashion,5699,Proprietorship,Asr,Punjab,TRUE,10-01-24 00:00,TRUE,XXXX4226,ACTIVE,1036.37
MCH6039,Padmanabhan Bora,Electronics & Tech,4814,Proprietorship,Lucknow,Uttar Pradesh,FALSE,,FALSE,,ACTIVE,6727.69
MCH6043,Saran Rai,Retail & Groceries,5411,Private Limited,Jaipur,Rajasthan,TRUE,17-11-25 00:00,FALSE,,ACTIVE,2845.67
MCH6044,Narain Srivastava,Medical & Health,7011,Proprietorship,Hyderabad,Telangana,TRUE,02-11-26 00:00,FALSE,,ACTIVE,141.65
MCH6045,Bajwa Wali And Walla,Medical & Health,5912,Private Limited,Bengaluru,Karnataka,TRUE,28-09-23 00:00,FALSE,2003662760,ACTIVE,0.2897
MCH6046,Palla Yadav And Bhatnagar,Other,5999,Individual,Bengaluru,Karnataka,TRUE,27-03-24 20:41,FALSE,,ACTIVE,2396.76
MCH6050,Choudhary Shanker And Rajan,Food & Beverage,5812,Individual,Ludhiana,Punjab,TRUE,26-03-24 21:03,FALSE,1328212555,ACTIVE,2324.79
MCH6051,Prashad Date And Sodhi,Retail & Groceries,5311,Private Limited,Jalandhar,Punjab,TRUE,18-01-26 00:00,FALSE,,ACTIVE,212.27
MCH6052,Nayak Wadhwa,Medical & Health,5912,Private Limited,Jaipur,Rajasthan,TRUE,12-07-23 00:00,TRUE,XXXX8602,ACTIVE,600.38
MCH6053,Barad Sen,Retail Other,5999,Individual,Calcutta,West Bengal,TRUE,20-10-25 00:00,FALSE,4325467547,ACTIVE,2730.09
MCH6056,Iyengar Hegde,Travel & Transport,4131,Partnership / LLP,Amritsar,Punjab,TRUE,23-03-25 00:00,FALSE,,ACTIVE,1004.69
MCH6058,Loke Llc,Books & Stationery,5942,Proprietorship,Amritsar,Punjab,FALSE,,FALSE,TMOY5327017538734,ACTIVE,317.07
MCH6059,Bhargava Plc,Hotel & Lodging,7011,Private Limited,Jaipur,Rajasthan,TRUE,16-07-25 00:00,TRUE,XXXX7802,SUSPENDED,333.57
MCH6060,Chacko Sundaram,Travel & Transport,41310,Individual,Jaipur,Rajasthan,TRUE,25-03-23 00:00,TRUE,XXXX2924,INACTIVE,2026.75
MCH6061,Kaur Llc,Medical & Health,5912,Individual,Chennai,Tamil Nadu,TRUE,20-12-25 00:00,FALSE,PCHM7779378281911,ACTIVE,1323.16
MCH6062,Kata Plc,Apparel & Fashion,5699,Proprietorship,Mumbai,Maharashtra,TRUE,10-09-25 00:00,FALSE,3065314778,ACTIVE,0.9045
MCH6064,Wable Virk And Gaba,Food & Beverage,5812,Private Limited,Asr,Punjab,TRUE,09-06-25 01:56,FALSE,328512355,ACTIVE,5256.61
MCH6067,Chaw1A Gangu1Y,Medical & Health,,Proprietorship,Mumbai,Maharashtra,TRUE,03-12-25 00:00,FALSE,FNQE1460028710860,ACTIVE,700.95
MCH6069,Krish Joshi,Apparel & Fashion,,Private Limited,Asr,Punjab,TRUE,30-07-24 00:00,TRUE,XXXX1701,ACTIVE,252.19
MCH6071,Nagy Inc,Retail & Groceries,5311,Private Limited,New Delhi,Delhi,FALSE,,TRUE,XXXX2349,ACTIVE,2743.11
MCH6072,Bassi Sarma And Yohannan,Other,,Proprietorship,Chennai,Tamil Nadu,TRUE,14-01-24 00:00,FALSE,OFUG5890068758335,ACTIVE,1959.53
MCH6075,Lad Menon And Tiwari,Electronics & Tech,4814,Private Limited,Blr,Karnataka,TRUE,08-06-23 00:00,FALSE,3853486592,ACTIVE,709.64
MCH6078,Oza Srinivasan,Electronics & Tech,4814,Individual,Bombay,Maharashtra,TRUE,15-10-23 19:51,FALSE,,ACTIVE,4379.06
MCH6079,Gulati Inc,Travel & Transport,4131,Proprietorship,Pune,Maharashtra,TRUE,29-01-23 08:05,TRUE,XXXX5091,ACTIVE,2029.26
MCH6080,Kanda Krishnan And Chaudry,Retail & Groceries,5411,Private Limited,Chennai,Tamil Nadu,TRUE,27-02-23 00:47,FALSE,,ACTIVE,1675.16
MCH6083,Shah Deep And Swaminathan,Retail & Groceries,5411,Partnership / LLP,Amritsar,Punjab,TRUE,28-06-25 00:00,FALSE,,ACTIVE,0.1417
MCH6084,Gera Patla,Travel & Transport,,Proprietorship,Lucknow,Uttar Pradesh,TRUE,26-01-26 15:06,FALSE,59005491,ACTIVE,3360.46
MCH6090,Bahl Ramanathan,Hotel & Lodging,7011,Proprietorship,Jalandhar,Punjab,TRUE,10-03-25 00:29,FALSE,3270315873,ACTIVE,1685.43
MCH6091,Ratti Kalita,Books & Stationery,5942,Proprietorship,Ludhiana,Punjab,TRUE,09-06-23 00:00,TRUE,XXXX4886,ACTIVE,458.92
MCH6095,Sahota Misra And Kata,Books & Stationery,,Partnership / LLP,Hyd,Telangana,TRUE,29-11-24 00:00,FALSE,,ACTIVE,0.665
MCH6097,Mannan Plc,Food & Beverage,58120,Partnership / LLP,Lucknow,Uttar Pradesh,TRUE,13-02-25 00:39,TRUE,XXXX8307,ACTIVE,258.41
MCH6099,Yadav Llc,Electronics & Tech,4814,Partnership / LLP,Bengaluru,Karnataka,TRUE,16-06-25 00:00,FALSE,7606007756,ACTIVE,4726
MCH6100,Pillay Merchant And Sem,Books & Stationery,5942,Private Limited,Jalandhar,Punjab,TRUE,09-05-23 09:50,FALSE,672030590,ACTIVE,1374.95
MCH6101,Dora Bajwa,Medical & Health,59120,Private Limited,Pune,Maharashtra,TRUE,28-07-25 00:00,FALSE,2854493333,ACTIVE,3328.35
MCH6102,Hayre Peri And Sura,Hotel & Lodging,7011,Private Limited,Ludhiana,Punjab,TRUE,26-01-24 00:00,FALSE,FLWX5559304020457,ACTIVE,4593.66
MCH6104,Keer Gade,Retail & Groceries,5311,Individual,Calcutta,West Bengal,TRUE,01-01-23 20:32,FALSE,DQNV8530720672123,ACTIVE,935.82
MCH6105,Upadhyay Plc,Hotel & Lodging,7011,Proprietorship,Calcutta,West Bengal,TRUE,07-02-24 00:26,FALSE,,ACTIVE,527.81
MCH6107,Pillay Llc,Other,5999,Proprietorship,Jalandhar,Punjab,TRUE,27-06-24 00:00,FALSE,COEO9019476576214,ACTIVE,1844.34
MCH6109,Sampath Ltd,Electronics & Tech,4814,Individual,Ludhiana,Punjab,TRUE,15-01-26 23:34,FALSE,6737069990,ACTIVE,399.08
MCH6112,Luthra Grover,Books & Stationery,5942,Partnership / LLP,Jaipur,Rajasthan,TRUE,22-06-24 00:00,FALSE,,ACTIVE,0.1366
MCH6113,Shen0Y Kapadia And Pradhan,Books & Stationery,5942,Individual,Amritsar,Punjab,TRUE,21-05-25 01:21,FALSE,OAOW4206990585455,ACTIVE,8727.62
MCH6114,Khurana Chowdhury And Chaudhary,Electronics & Tech,,Private Limited,Chennai,Tamil Nadu,FALSE,,TRUE,XXXX2122,ACTIVE,0.1212
MCH6115,Padmanabhan Chahal,Retail,,Private Limited,Bombay,Maharashtra,TRUE,03-01-24 00:00,TRUE,XXXX5769,INACTIVE,266.65
MCH6116,Keer Shukla,Travel & Transport,4131,Individual,New Delhi,Delhi,TRUE,18-02-25 00:00,FALSE,5115475557,ACTIVE,0.3651
MCH6118,Radhakrishnan Lala And Devi,Retail & Groceries,5311,Proprietorship,Dilli,Delhi,TRUE,01-06-24 00:00,FALSE,6215610983,ACTIVE,0.11547
MCH6119,Hayerltd,Medical & Health,5912,Individual,Asr,Punjab,TRUE,11-12-25 00:00,FALSE,,ACTIVE,1262.04
MCH6121,Madan Plc,Retail,5311,Private Limited,Bangalore,Karnataka,TRUE,07-09-23 00:00,FALSE,2257947989,ACTIVE,1208.86
MCH6122,Rai Ltd,Travel & Transport,4131,Private Limited,Jalandhar,Punjab,TRUE,11-02-24 00:00,FALSE,JNKS9651802205909,ACTIVE,2198.19
MCH6131,Dhar Dada And Bakshi,Apparel & Fashion,,Partnership / LLP,Bangalore,Karnataka,TRUE,10-03-24 19:58,FALSE,4600930161,ACTIVE,0.1921
MCH6137,Sidhu Ahuja And Kumar,Food & Beverage,5812,Partnership / LLP,Bengaluru,Karnataka,FALSE,,FALSE,510702134,ACTIVE,1574.67
MCH6143,Baral Plc,Retail & Groceries,5411,Partnership / LLP,Calcutta,West Bengal,TRUE,05-12-24 02:07,FALSE,7112045329,ACTIVE,1054.97
MCH6144,Ravi Dhingra,Medical & Health,5912,Private Limited,Hyderabad,Telangana,TRUE,28-04-23 00:00,FALSE,,ACTIVE,0.2686
MCH6146,Handa Llc,Medical & Health,5912,Individual,Asr,Punjab,TRUE,01-01-23 00:00,FALSE,BIZN7645519547179,ACTIVE,1061.38
MCH6147,Singhal Murthy,Travel & Transport,41310,Partnership / LLP,Mumbai,Maharashtra,TRUE,06-01-23 00:00,FALSE,,ACTIVE,1814.59
MCH6148,Sem Aggarwa1 And Uppa1,Retail & Groceries,5311,Proprietorship,Lucknow,Uttar Pradesh,TRUE,29-11-25 06:29,FALSE,8892638195,INACTIVE,3148.18
MCH6150,Chada Vala And Merchant,Electronics & Tech,48140,Private Limited,Hyd,Telangana,TRUE,10-10-24 00:00,FALSE,6593744761,ACTIVE,0.616
MCH6152,Mukhopadhyay Plc,Books & Stationery,5942,Individual,Jaipur,Rajasthan,TRUE,20-12-25 00:00,FALSE,OXKW4550087815999,ACTIVE,1642.16
MCH6155,Mukhopadhyay Doshi And Gopal,Retail & Groceries,5411,Proprietorship,Jalandhar,Punjab,TRUE,03-10-25 00:00,TRUE,XXXX5418,ACTIVE,830.87
MCH6158,Dhingra Ratti And Palla,Travel & Transport,4131,Proprietorship,Amritsar,Punjab,TRUE,26-04-23 00:00,FALSE,VDGT0468038681462,ACTIVE,1443.6
MCH6161,Sura Wadhwa,Electronics & Tech,,Individual,Bengaluru,Karnataka,TRUE,22-04-25 00:00,FALSE,QWHT6526941757258,ACTIVE,490.18
MCH6162,Naik Kade And Singh,Travel & Transport,4131,Partnership / LLP,Asr,Punjab,TRUE,21-03-25 00:00,TRUE,XXXX4537,ACTIVE,2176.24
MCH6163,Mani Ltd,Books & Stationery,5942,Partnership / LLP,Hyderabad,Telangana,TRUE,30-10-25 00:00,FALSE,RJUA0543412555773,ACTIVE,2298.3
MCH6164,Bir Patil And Chahal,Medical & Health,,Proprietorship,Mumbai,Maharashtra,TRUE,03-01-23 18:39,FALSE,4503250362,ACTIVE,0.1451
MCH6165,Sibal Bora,Hotel & Lodging,7011,Proprietorship,Jaipur,Rajasthan,TRUE,17-06-24 04:49,TRUE,XXXX5672,ACTIVE,820.87
MCH6167,Chawla Andra And Varty,Electronics & Tech,4814,Partnership / LLP,Hyderabad,Telangana,TRUE,08-05-23 00:00,FALSE,6258351219,ACTIVE,2407.62
MCH6168,Raj Sharma And Panchal,Travel & Transport,4131,Private Limited,Ludhiana,Punjab,TRUE,19-08-25 00:00,FALSE,,ACTIVE,1123.84
MCH6170,Gh0Se Mann,Miscellaneous,5999,Private Limited,Lucknow,Uttar Pradesh,TRUE,05-09-23 00:00,FALSE,5980501724,ACTIVE,1120.12
MCH6171,Naik And Sons,Food & Beverage,5812,Individual,Amritsar,Punjab,TRUE,09-08-23 00:00,FALSE,,INACTIVE,4084.17
MCH6172,Raja Inc,Food & Beverage,5812,Proprietorship,Hyderabad,Telangana,TRUE,09-11-24 00:00,FALSE,,ACTIVE,0.105
MCH6176,Tandon Badal And Natarajan,Travel & Transport,4131,Private Limited,Hyderabad,Telangana,TRUE,10-12-25 00:00,TRUE,XXXX9488,ACTIVE,2925.84
MCH6180,Thakur And Sons,Apparel & Fashion,56990,Private Limited,Lucknow,Uttar Pradesh,TRUE,24-05-25 02:59,FALSE,MWYN7782824521830,ACTIVE,699.96
MCH6183,Goel Swaminathan And Padmanabhan,Retail & Groceries,5411,Private Limited,Asr,Punjab,TRUE,03-06-25 00:00,FALSE,4104440790,ACTIVE,0.817
MCH6184,Peri R0Ut,Travel & Transport,4131,Proprietorship,Mumbai,Maharashtra,FALSE,,TRUE,XXXX1239,ACTIVE,1637.73
MCH6187,Shanker Sastry And Rattan,Travel & Transport,4131,Individual,Dilli,Delhi,TRUE,17-11-25 00:00,FALSE,,ACTIVE,327.19
MCH6188,Batta Choudhary And Bhalla,Transprt,4131,Private Limited,Kolkata,West Bengal,TRUE,01-09-26 00:00,FALSE,3109651401,ACTIVE,0.163
MCH6190,Pal Ltd,Apparel & Fashion,56990,Private Limited,Ludhiana,Punjab,TRUE,01-03-23 00:00,FALSE,,ACTIVE,376.59
MCH6197,Koshy Shah And Ratta,Transprt,4131,Partnership / LLP,Bengaluru,Karnataka,TRUE,20-03-24 00:00,FALSE,AGMV2642641861544,ACTIVE,1491.79
MCH6198,Rana Sabharwal,Retail,5311,Individual,Bombay,Maharashtra,FALSE,,FALSE,,ACTIVE,410.5
MCH6200,Kapadia Bail And Badal,Travel & Transport,4131,Private Limited,Chennai,Tamil Nadu,TRUE,09-12-23 00:00,FALSE,,ACTIVE,1183.13
MCH6205,Munshi Inc,Electronics & Tech,4814,Proprietorship,Ludhiana,Punjab,TRUE,01-01-26 00:00,FALSE,JWPM8696907638772,ACTIVE,230.73
MCH6206,Sanghvi Dugar And Rajagopal,Phone Service,4814,Individual,Chennai,Tamil Nadu,TRUE,31-03-25 00:00,FALSE,5473942096,ACTIVE,683.76
MCH6207,Ganesan Bajwa And Reddy,Medical & Health,5912,Partnership / LLP,Jaipur,Rajasthan,TRUE,21-03-23 00:00,FALSE,1318873894,ACTIVE,391.96
MCH6208,Tak Parmar,Electronics & Tech,4814,Private Limited,Lucknow,Uttar Pradesh,TRUE,16-03-24 00:00,TRUE,XXXX8227,SUSPENDED,1021.355
MCH6210,Sem Group,Food & Beverage,5812,Private Limited,Amritsar,Punjab,TRUE,03-01-24 02:42,FALSE,,ACTIVE,2370.64
MCH6213,Sangha Llc,Retail Other,,Private Limited,New Delhi,Delhi,TRUE,12-03-25 12:46,FALSE,,ACTIVE,0.722
MCH6216,Bhatti Dass And Deshpande,Retail & Groceries,5411,Individual,Ludhiana,Punjab,TRUE,09-08-24 01:01,TRUE,XXXX5234,ACTIVE,1325.06
MCH6218,Chad Bhakta,Retail & Groceries,5411,Proprietorship,Chennai,Tamil Nadu,TRUE,23-12-23 00:00,FALSE,TDSR2442651102267,ACTIVE,0.218
MCH6219,Morar Walla And Behl,Medical & Health,5912,Partnership / LLP,New Delhi,Delhi,TRUE,24-06-24 00:00,FALSE,,ACTIVE,4347.57
MCH6221,Dey Maharaj,Medical & Health,5912,Private Limited,Ludhiana,Punjab,TRUE,22-01-26 00:00,FALSE,8909550882,ACTIVE,402.9
MCH6223,Ramanathan Dhingra,Travel & Transport,4131,Individual,Lucknow,Uttar Pradesh,TRUE,03-10-23 00:00,FALSE,4296850394,ACTIVE,0.306
MCH6224,La1 Anand,Medical & Health,5912,Private Limited,New Delhi,Delhi,TRUE,28-07-25 00:00,FALSE,3453251138,ACTIVE,0.3823
MCH6225,Loyal Mander And Agrawal,Retail & Groceries,5411,Proprietorship,Kolkata,West Bengal,TRUE,17-12-23 00:00,FALSE,,ACTIVE,859.91
MCH6228,Kar Agarwal And Karpe,Food & Beverage,5812,Private Limited,Bengaluru,Karnataka,TRUE,05-08-24 00:00,FALSE,,ACTIVE,1145.75
MCH6231,Chand Johal And Chawla,Food & Beverage,5812,Private Limited,Jalandhar,Punjab,TRUE,26-06-23 00:00,FALSE,1062018479,ACTIVE,0.919
MCH6233,Vohra Ltd,Books & Stationery,5942,Partnership / LLP,New Delhi,Delhi,TRUE,26-02-26 00:00,FALSE,,ACTIVE,2389.79
MCH6239,Varkey More,Apparel & Fashion,5699,Private Limited,Lucknow,Uttar Pradesh,TRUE,20-08-25 00:00,FALSE,,ACTIVE,849.3
MCH6240,Mutti Plc,Misc Retail,5999,Partnership / LLP,New Delhi,Delhi,TRUE,08-11-25 00:00,FALSE,,ACTIVE,1461.1
MCH6242,Som Inc,Retail & Groceries,5311,Proprietorship,Jaipur,Rajasthan,TRUE,27-06-23 04:59,FALSE,ELTM3518126936690,ACTIVE,1984.97
MCH6244,Memon And Sons,Retail,5311,Individual,Mumbai,Maharashtra,TRUE,24-11-25 00:00,FALSE,,INACTIVE,1468.71
MCH6246,Kota Inc,Apparel & Fashion,5699,Private Limited,Mumbai,Maharashtra,TRUE,17-09-23 00:00,FALSE,NSCU9760012397000,ACTIVE,1586.1
