user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,id_validation_status,is_dob_missing,is_signup_time_missing
USR57525,Vyanjana Oommen,MENSQ9710W,119823262183,1986-08-20 00:00:00,Amritsar,Punjab,19400.0,Gig Worker,2026-02-23 11:23:27,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57527,Avni Halder,PHGQJ4900J,618664354911,1973-06-14 09:18:24,Pune,Maharashtra,70532.0,Retired,2025-04-27 00:00:00,REJECTED,Low,VALID_12_DIGIT,False,False
USR57529,Hredhaan Chatterjee,GBDFZ8147X,011948758852,1975-10-24 00:00:00,Chennai,Tamil Nadu,27528.0,Salaried,2024-01-04 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57530,Samesh Dugar,TRGTD7445I,681304805888,1968-12-28 00:00:00,Amritsar,Punjab,44102.0,Gig Worker,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR57537,Vedhika Grewal,EDJOT1054Y,0359167393,1980-06-30 00:00:00,Mumbai,Maharashtra,46802.0,Freelancer,,VERIFIED,Medium,INVALID_LENGTH,False,True
USR57542,Hema Boase,OWSYB4793K,881674618934,1966-05-18 00:00:00,Chennai,Tamil Nadu,28762.0,Farmer,2024-04-02 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57545,Yash Madan,DWOCU9333H,MISSING_AADHAAR,1975-03-24 00:00:00,Mumbai,Maharashtra,27146.0,Unemployed,2025-03-01 00:00:00,REJECTED,Low,MISSING,False,False
USR57546,Sachi Sura,YTPXE0022K,8008827070,1991-05-06 00:00:00,Chennai,Tamil Nadu,26893.0,Self Employed,2025-07-16 00:00:00,VERIFIED,Medium,INVALID_LENGTH,False,False
USR57548,Jasmit Sharma,YMIUE9937Z,MISSING_AADHAAR,2001-09-15 00:00:00,Amritsar,Punjab,22183.0,Retired,2026-03-19 00:00:00,PENDING,Unknown,MISSING,False,False
USR57549,Warhi Peri,ZLHAZ6463W,0183,1990-05-15 00:00:00,Amritsar,Punjab,27374.0,Retired,2026-09-03 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR57550,Lavanya Ramaswamy,IALVQ4840X,262673618180,1964-09-16 00:00:00,Kolkata,West Bengal,23621.0,Unemployed,2025-09-19 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57559,Gayathri Bassi,GSWGM2696V,4375,,Bengaluru,Karnataka,17490.0,Gig Worker,2025-01-01 00:00:00,REJECTED,Unknown,PARTIAL_4_DIGIT,True,False
USR57561,Hamsini Naik,CRIJQ2998W,688854369806,1986-03-02 00:00:00,Bengaluru,Karnataka,23902.0,Unemployed,2026-09-03 18:25:33,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57563,Faras Sarin,BWLK16750B,837441224752,1991-04-23 00:00:00,Hyderabad,Telangana,82583.0,Freelancer,2025-11-22 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57568,Balhaar Dora,TGUEP6261U,175146691398,,Jalandhar,Punjab,15273.0,Business Owner,2024-04-15 10:11:09,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR57569,Rachit Gour,ROGEH4861N,442751183291,,Pune,Maharashtra,43500.0,Retired,2024-02-04 00:37:00,REJECTED,Medium,VALID_12_DIGIT,True,False
USR57571,Balveerahluwalia,VVZVW1332P,MISSING_AADHAAR,1979-07-09 00:00:00,Mumbai,Maharashtra,41400.0,Gig Worker,2025-08-13 00:00:00,PENDING,Medium,MISSING,False,False
USR57572,Harsh Memon,EHNUP4999G,502501855545,1963-12-21 00:00:00,Hyderabad,Telangana,41435.0,Self Employed,2025-11-21 19:31:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57576,Nisha Tara,YDFIA6119M,3103012766,1966-06-02 00:00:00,Ludhiana,Punjab,32531.0,Retired,2025-07-09 00:00:00,PENDING,Low,INVALID_LENGTH,False,False
USR57581,Vasudhathaman,YSXRU3083O,081433861434,,Lucknow,Uttar Pradesh,17753.0,Retired,2025-12-08 07:50:40,VERIFIED,Medium,VALID_12_DIGIT,True,False
USR57585,Yashodhara Hegde,BKIUP2418Z,553855272582,1984-04-30 19:06:00,Mumbai,Maharashtra,22652.0,Farmer,2026-02-04 00:25:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57587,Owen Rege,MRCHC7475Y,MISSING_AADHAAR,1969-02-27 00:00:00,Bengaluru,Karnataka,22063.0,Self Employed,2024-07-07 00:00:00,VERIFIED,Low,MISSING,False,False
USR57589,Mason Kibe,NGPDC3288,373246343237,1989-09-27 19:34:54,Pune,Maharashtra,30872.0,Salaried,2024-02-12 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57590,Udyati Apte,IKRQG8291E,528280418854,1993-07-15 22:26:16,Chennai,Tamil Nadu,44014.0,Salaried,2024-11-03 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57592,Upkaar Kata,XNJWX6978Q,771385088501,1998-01-08 00:00:00,Jalandhar,Punjab,38193.0,Gig Worker,2025-07-28 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57593,Manthan Singhal,JTVZI5689,628755388784,1988-02-18 23:28:00,Lucknow,Uttar Pradesh,7911.0,Farmer,2026-03-16 14:20:09,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57608,Anirudh Bava,ZGBNJ3635P,767792879638,2006-12-22 00:21:18,Pune,Maharashtra,13500.0,Self Employed,2024-09-21 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57609,Lohit Kapoor,SHWNB8769X,107848522756,1992-03-08 00:00:00,Delhi,Delhi,21784.0,Unemployed,2024-10-06 00:44:00,PENDING,Low,VALID_12_DIGIT,False,False
USR57615,Mekhala Nair,VECVF9273O,6065,1960-12-17 00:00:00,Kolkata,West Bengal,13560.0,Farmer,,PENDING,Unknown,PARTIAL_4_DIGIT,False,True
USR57618,Lakshit Dewan,HOEPK1362V,3667315625339,1963-09-06 14:24:43,Chennai,Tamil Nadu,49892.0,Farmer,2025-11-04 00:00:00,VERIFIED,Medium,INVALID_LENGTH,False,False
USR57619,Ronith Kale,MLSKU4935J,3837908015778,1984-08-01 00:00:00,Jaipur,Rajasthan,23034.0,Salaried,2024-09-21 16:47:00,REJECTED,Low,INVALID_LENGTH,False,False
USR57620,Ryan Kohli,MXLOW6813R,350958190300,,Amritsar,Punjab,16213.0,Salaried,2024-03-02 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,True,False
USR57621,Unni Rajagopal,BPCUR1577I,9549,1981-11-27 00:00:00,Delhi,Delhi,34670.0,Student,2024-04-02 00:00:00,PENDING,Unknown,PARTIAL_4_DIGIT,False,False
USR57622,Zayan Nigam,RYCME9820L,MISSING_AADHAAR,1969-06-19 00:00:00,Hyderabad,Telangana,35002.0,Freelancer,2026-01-26 01:04:46,PENDING,Low,MISSING,False,False
USR57625,Guneet Dhawan,TTWQH3485S,581862891354,2006-04-13 00:00:00,Kolkata,West Bengal,6604.0,Business Owner,2026-02-16 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57626,Chakrika Madan,GNKHF7592W,068764577569,2007-06-12 17:36:01,Pune,Maharashtra,9204.0,Self Employed,2025-11-23 16:00:24,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57632,David Vig,BHTGJ2515Y,240255680515,1991-06-17 00:00:00,Delhi,Delhi,15400.0,Freelancer,2026-01-20 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57634,Zaid Tandon,DAMXX3950S,687378382272,1991-10-16 13:36:57,Chennai,Tamil Nadu,37079.0,Student,2024-05-04 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57637,Bhanumati Sastry,AKRDW5459A,876571416390,1964-12-09 00:00:00,Chennai,Tamil Nadu,38999.0,Business Owner,,VERIFIED,Medium,VALID_12_DIGIT,False,True
USR57641,Vihaan Randhawa,ZRBDZ2964H,6420,1973-04-10 20:24:00,Jalandhar,Punjab,64842.0,Self Employed,2025-06-17 06:14:16,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR57642,Damini Arora,TNWAZ1576G,261791240837,1992-12-16 00:00:00,Pune,Maharashtra,12590.0,Retired,2024-01-29 01:21:25,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57643,Hredhaan Vig,PETHV7382L,976324570323,1991-06-26 03:49:00,Delhi,Delhi,35000.0,Farmer,2024-06-19 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR57644,Yutika Mani,QSZCN5786I,693090196534,1986-03-27 00:00:00,Bengaluru,Karnataka,26893.0,Gig Worker,2024-04-27 14:13:08,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57649,Ria Wali,GEZEB9922H,4975502794,1968-03-03 00:00:00,Jalandhar,Punjab,22800.0,Gig Worker,2025-01-17 00:00:00,VERIFIED,Unknown,INVALID_LENGTH,False,False
USR57651,Om Batra,PSYXK9254M,227208909713,1970-06-27 00:00:00,Chennai,Tamil Nadu,25737.0,Unemployed,2024-10-23 11:46:04,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57657,Aarush Wason,YSSOD4630J,6055494016674,1995-12-13 21:39:00,Mumbai,Maharashtra,28314.0,Gig Worker,2024-11-20 00:00:00,VERIFIED,Low,INVALID_LENGTH,False,False
USR57659,Girish Iyengar,QHEVT0267O,514707171116,1995-09-02 00:00:00,Jaipur,Rajasthan,26893.0,Self Employed,2025-06-05 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57660,Harshil Sabharwal,KSVWQ3922J,971964571454,1973-07-09 03:09:43,Pune,Maharashtra,16423.0,Farmer,2026-01-08 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR57663,Xavier Chauhan,CQYPG4941I,747386704596,1970-07-18 00:00:00,Bengaluru,Karnataka,26893.0,Salaried,2025-08-07 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57664,Hemal Gour,JISBO3532M,163642551572,1998-03-21 02:58:00,Pune,Maharashtra,15845.0,Retired,2024-02-12 15:34:12,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57668,Sarthak Hari,EDIXK1914U,8747,1989-07-20 00:00:00,Amritsar,Punjab,27186.0,Gig Worker,2024-08-21 00:00:00,PENDING,Low,PARTIAL_4_DIGIT,False,False
USR57678,Dhriti Varghese,BDGEC7430A,893579481269,1964-04-13 00:00:00,Jalandhar,Punjab,28255.0,Farmer,2024-12-07 00:00:00,REJECTED,High,VALID_12_DIGIT,False,False
USR57679,Ladli Goswami,TSHPW9827L,719684532084,1979-02-06 00:00:00,Delhi,Delhi,26893.0,Farmer,2024-09-03 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57688,Robert Sidhu,XQYYS6821T,510345089754,1980-11-09 08:20:00,Kolkata,West Bengal,37564.0,Retired,2024-01-31 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57689,Wriddhish Ganesan,EKEUY5885O,851421993637,1991-09-07 20:37:00,Lucknow,Uttar Pradesh,11929.0,Freelancer,2025-08-03 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57693,Vedika Subramaniam,FOUSD3545U,467342209277,1984-06-21 18:55:00,Ludhiana,Punjab,48941.0,Farmer,2024-11-10 17:01:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR57699,Advik Om,MXMQW7893W,1365,1999-04-26 00:00:00,Lucknow,Uttar Pradesh,19875.0,Freelancer,2024-06-04 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR57704,Da1Aja Sidhu,QEQTE1657J,135900968724,2006-04-13 00:00:00,Lucknow,Uttar Pradesh,16389.0,Self Employed,2025-09-22 05:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR57709,Odika Thaker,CIXHU3726A,MISSING_AADHAAR,1960-08-09 00:00:00,Lucknow,Uttar Pradesh,7194.0,Business Owner,2025-04-07 00:00:00,VERIFIED,Low,MISSING,False,False
USR57711,Pranit Raval,IMFHC2839G,9991583113,,Lucknow,Uttar Pradesh,40000.0,Freelancer,2024-01-10 00:00:00,VERIFIED,Medium,INVALID_LENGTH,True,False
USR57712,Girik Khalsa,ICKLS6909E,485553250270,1963-10-08 18:41:59,Mumbai,Maharashtra,43900.0,Gig Worker,2025-10-25 18:03:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57715,Sathvik Bhatnagar,ZDJWN3516N,235493403406,1961-09-17 00:00:00,Bengaluru,Karnataka,14223.0,Student,2024-07-04 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57716,Isha Agate,FODSB1912R,MISSING_AADHAAR,1968-02-27 00:00:00,Jaipur,Rajasthan,14257.0,Retired,2024-08-01 21:06:20,VERIFIED,Low,MISSING,False,False
USR57720,Mahika Gour,WSYIX3699T,846962026938,1983-10-08 00:00:00,Ludhiana,Punjab,24301.0,Self Employed,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR57724,Leena Biswas,YWJHR5888R,102721647589,1974-02-17 17:09:00,Bengaluru,Karnataka,19345.0,Business Owner,,VERIFIED,Medium,VALID_12_DIGIT,False,True
USR57725,Abhimanyu Sagar,IPEGU3362O,973379275658,1979-09-18 08:51:45,Delhi,Delhi,22589.0,Freelancer,2025-09-27 13:27:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57728,Ekba1 Kh0S1A,SUQZR0774B,6265143596,1994-08-22 00:00:00,Pune,Maharashtra,50415.0,Gig Worker,2025-02-06 10:45:06,VERIFIED,Low,INVALID_LENGTH,False,False
USR57734,Jagat Sharma,ERVJV3253H,MISSING_AADHAAR,1965-07-17 00:00:00,Ludhiana,Punjab,62829.0,Self Employed,2024-07-02 00:00:00,VERIFIED,Low,MISSING,False,False
USR57739,Nitara Bajwa,BGOZL4210Q,196437944838,2007-07-23 00:00:00,Amritsar,Punjab,26893.0,Freelancer,2026-08-02 23:41:34,PENDING,Medium,VALID_12_DIGIT,False,False
USR57741,Bachittar Ratta,BSDKM0917Z,9532083623,1997-12-15 07:53:52,Jalandhar,Punjab,38019.0,Unemployed,2024-10-28 00:00:00,PENDING,Low,INVALID_LENGTH,False,False
USR57742,Ansh Varma,EFUKH2334D,789238649075,1998-12-23 00:00:00,Pune,Maharashtra,18395.0,Gig Worker,2025-05-16 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR57745,Geetika Ahluwalia,ZGXJU3167H,099191685551,1971-08-30 03:51:09,Amritsar,Punjab,26893.0,Unemployed,2024-12-17 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57748,Jyoti Madan,RGEJF5025H,MISSING_AADHAAR,1962-08-28 09:00:39,Pune,Maharashtra,26893.0,Freelancer,2025-05-22 00:00:00,VERIFIED,Medium,MISSING,False,False
USR57749,Neha Arya,TMJVK3310R,108320789218,1970-02-28 23:03:06,Kolkata,West Bengal,24860.0,Gig Worker,2025-07-20 01:18:28,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57753,Simon Sengupta,YNULQ5803A,364158531316,1963-12-18 11:54:00,Jalandhar,Punjab,35501.0,Student,2025-07-13 08:06:45,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57754,Ayushman Arora,BEQLB8702E,793684803686,,Ludhiana,Punjab,41593.0,Farmer,2025-07-03 08:09:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR57758,Vihaan Sastry,YMDUA1570J,4237234167021,,Mumbai,Maharashtra,51400.0,Self Employed,2024-07-26 00:00:00,REJECTED,Low,INVALID_LENGTH,True,False
USR57759,Sathvik Shan,EIJAA5892Y,748447245640,2002-01-26 00:00:00,Lucknow,Uttar Pradesh,23400.0,Retired,2026-03-30 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57761,Yatan Ram,DKMFU4643B,832526673941,1981-02-19 00:00:00,Lucknow,Uttar Pradesh,26893.0,Freelancer,2025-11-24 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57762,Chaitaly Pandya,QCTRH0891,723806672434,1969-06-30 00:00:00,Ludhiana,Punjab,27322.0,Farmer,2024-07-18 00:00:00,REJECTED,Low,VALID_12_DIGIT,False,False
USR57767,Ishani Sarkar,,MISSING_AADHAAR,1979-04-10 00:00:00,Hyderabad,Telangana,26893.0,Retired,2025-09-27 23:17:37,VERIFIED,Low,MISSING,False,False
USR57777,Riya Bora,LVSSC9573Q,760472545169,1969-01-25 00:00:00,Pune,Maharashtra,49835.0,Farmer,2025-03-02 00:03:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57780,Yagnesh Ghose,OPIOL2175C,8984,1967-12-16 00:00:00,Lucknow,Uttar Pradesh,36200.0,Freelancer,2025-06-14 00:00:00,VERIFIED,Medium,PARTIAL_4_DIGIT,False,False
USR57781,Nirja Narula,HFMXN3674V,826837474000,,Kolkata,West Bengal,63945.0,Unemployed,2025-07-01 00:00:00,VERIFIED,Low,VALID_12_DIGIT,True,False
USR57782,Krishnasoman,MZKBP8712Z,876910844974,1976-09-26 00:00:00,Amritsar,Punjab,23225.0,Student,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR57786,Maanav Thaman,ZJAVZ8481K,0262,1992-02-09 00:00:00,Bengaluru,Karnataka,33256.0,Farmer,,VERIFIED,Medium,PARTIAL_4_DIGIT,False,True
USR57789,Lavanya Pau,EGKZJ9854B,8941439398045,,Kolkata,West Bengal,41598.0,Salaried,2025-01-08 00:00:00,VERIFIED,Medium,INVALID_LENGTH,True,False
USR57795,Deepa Sarna,UTOHP3168B,057429653882,,Ludhiana,Punjab,51792.0,Retired,,REJECTED,Medium,VALID_12_DIGIT,True,True
USR57797,Urmi Sankar,YOATN9963H,263213415792,1984-04-30 16:56:01,Delhi,Delhi,30478.0,Self Employed,2024-01-14 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57800,Lohit Kota,DJBXN5422,618841588180,,Amritsar,Punjab,18203.0,Freelancer,2025-10-01 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,True,False
USR57801,Wakeeta Balasubramanian,XNOFX4100Y,418412466375,2003-10-07 21:55:26,Kolkata,West Bengal,26893.0,Gig Worker,2024-11-08 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR57802,Pranav Basak,WJVGN4219F,322551502525,1983-01-07 00:00:00,Kolkata,West Bengal,56000.0,Freelancer,2024-12-03 00:00:00,VERIFIED,Unknown,VALID_12_DIGIT,False,False
USR57803,Aahana Gera,JIAYL1528Y,177028570046,1987-04-29 00:00:00,Mumbai,Maharashtra,22682.0,Salaried,2025-07-10 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57807,Rushil Lal,ZKGJK9853V,0030517205089,1995-10-31 00:00:00,Mumbai,Maharashtra,76988.0,Retired,2025-03-21 00:00:00,PENDING,High,INVALID_LENGTH,False,False
USR57812,Yasti Reddy,MCDZV6584M,622319313133,1970-06-23 00:00:00,Pune,Maharashtra,42447.0,Unemployed,2025-10-27 02:25:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57817,Unnati Bala,RCFRP7840O,792666301914,1976-10-23 00:00:00,Kolkata,West Bengal,26893.0,Business Owner,2025-11-21 00:00:00,VERIFIED,High,VALID_12_DIGIT,False,False
USR57818,Viraj Bera,VNWRJ6238D,2200,1996-10-18 22:31:00,Pune,Maharashtra,24144.0,Freelancer,2024-04-29 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR57820,Amaira Iyer,KTXGK0685I,789938256494,2007-09-12 00:00:00,Delhi,Delhi,28150.0,Unemployed,2025-06-17 17:28:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57821,Gagan Mall,JGYED5638R,274418576646,1982-12-19 03:16:31,Bengaluru,Karnataka,34321.0,Freelancer,2024-11-07 18:28:01,REJECTED,Low,VALID_12_DIGIT,False,False
USR57822,The0D0Re C0Ntract0R,GLZXX2141P,840721517654,1989-05-25 00:00:00,Hyderabad,Telangana,31066.0,Salaried,2024-09-26 08:29:49,PENDING,High,VALID_12_DIGIT,False,False
USR57825,Eshana Kashyap,OMXTG9034R,880640534535,1987-08-07 00:00:00,Mumbai,Maharashtra,26893.0,Student,2024-11-23 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57829,Qasim Sagar,SSOBF9717,913702595490,1992-10-28 00:00:00,Jalandhar,Punjab,9432.0,Student,2025-12-24 00:00:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57831,Darpan Gour,MIFES5776V,356293960933,1961-01-01 00:00:00,Delhi,Delhi,70955.0,Business Owner,2026-01-06 17:12:48,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57832,Udyati Srinivas,HPJKY4299S,0898,2003-05-31 05:19:00,Bengaluru,Karnataka,17587.0,Self Employed,2024-03-09 11:57:41,VERIFIED,Low,PARTIAL_4_DIGIT,False,False
USR57833,Orinder Chaudhry,GJOMM4213C,3958186321190,,Ludhiana,Punjab,46817.0,Business Owner,2024-01-28 00:00:00,VERIFIED,Medium,INVALID_LENGTH,True,False
USR57834,Yahvi Tailor,PRNZU9474L,367093854713,1979-06-30 00:00:00,Mumbai,Maharashtra,23776.0,Farmer,2026-04-03 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57837,Baljiwan Nanda,RQMSX4932O,251121220633,1980-07-04 00:00:00,Chennai,Tamil Nadu,26893.0,Farmer,2026-01-23 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57843,Upadhriti Venkataraman,ASYFU8087V,462677094459,,Delhi,Delhi,20670.0,Gig Worker,2025-07-31 07:16:28,VERIFIED,Low,VALID_12_DIGIT,True,False
USR57847,Zayan Bains,NHAAK6754F,513268127745,1978-10-27 00:00:00,Chennai,Tamil Nadu,11488.0,Gig Worker,2026-02-08 23:04:36,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57848,Girik Lal,IKAMH9778S,1689783186,2002-07-05 00:00:00,Hyderabad,Telangana,27121.0,Self Employed,2024-08-09 07:40:18,PENDING,High,INVALID_LENGTH,False,False
USR57849,Aishani Kamdar,SDOHB0457S,535453512649,1979-08-21 00:00:00,Amritsar,Punjab,26672.0,Business Owner,2024-12-02 06:28:03,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57850,Omkaar Mani,LKMAM9118Y,0440304035,2000-04-10 00:00:00,Pune,Maharashtra,34422.0,Freelancer,2025-11-01 09:29:42,VERIFIED,Medium,INVALID_LENGTH,False,False
USR57854,Lavanya Pal,VXPJN3376O,868516892364,1964-01-07 00:00:00,Delhi,Delhi,16246.0,Business Owner,2024-09-27 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57856,Patrick Chopra,AANLV7045T,MISSING_AADHAAR,1961-10-18 00:00:00,Delhi,Delhi,26893.0,Gig Worker,2025-10-22 14:04:28,VERIFIED,Medium,MISSING,False,False
USR57858,Vinaya Dube,CTQSM1709G,934905082543,1966-03-07 00:00:00,Delhi,Delhi,17051.0,Freelancer,2025-04-29 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57860,Gayathri Kashyap,PQDFG7922X,727684632273,1980-09-03 23:08:29,Mumbai,Maharashtra,38293.0,Farmer,2025-04-15 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57861,Upadhriti Dasgupta,CEILC4750E,911499485247,1982-01-02 00:00:00,Jaipur,Rajasthan,43848.0,Retired,,VERIFIED,Medium,VALID_12_DIGIT,False,True
USR57864,Sai Bhattacharyya,EIWYA8658L,947114033251,1964-01-13 00:00:00,Kolkata,West Bengal,24278.0,Salaried,2026-12-01 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57865,Guneet Din,PTPLD7193G,840449405013,1996-07-23 00:00:00,Mumbai,Maharashtra,15998.0,Salaried,,VERIFIED,High,VALID_12_DIGIT,False,True
USR57872,Warda Narang,COTSU1569F,845910614462,1998-12-29 00:00:00,Amritsar,Punjab,47188.0,Unemployed,2026-01-26 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57873,Suhani Dhillon,GEROF3498,648799482753,2007-06-19 00:00:00,Amritsar,Punjab,8539.0,Gig Worker,2025-11-03 01:04:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR57876,Tristan Dhar,UBGEL5039B,948433525326,1961-01-27 00:00:00,Ludhiana,Punjab,30548.0,Retired,2024-01-25 00:00:00,PENDING,Medium,VALID_12_DIGIT,False,False
USR57877,Fariq Ratti,HGDFN9556J,539067586156,1978-06-27 00:00:00,Chennai,Tamil Nadu,29508.0,Business Owner,,VERIFIED,Low,VALID_12_DIGIT,False,True
USR57880,Indira Ramanathan,FGNBK4107H,548132879750,1986-11-02 00:00:00,Jaipur,Rajasthan,31933.0,Salaried,2025-08-17 00:00:00,REJECTED,Medium,VALID_12_DIGIT,False,False
USR57881,Krishna Sethi,TLSBT0484D,644483219380,1967-05-09 00:00:00,Lucknow,Uttar Pradesh,26893.0,Freelancer,2024-03-15 09:32:00,VERIFIED,Medium,VALID_12_DIGIT,False,False
USR57883,Tamanna Dutta,RWCXA1176A,166879408090,1991-06-18 19:16:00,Ludhiana,Punjab,26893.0,Self Employed,2024-12-07 11:42:39,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57887,Chanakya Kapadia,QEBJE6863C,841009237649,2001-03-27 10:33:00,Lucknow,Uttar Pradesh,41357.0,Student,,PENDING,Low,VALID_12_DIGIT,False,True
USR57888,Rohan Munshi,YSSBD6008Z,059971813476,1961-08-14 14:45:43,Delhi,Delhi,62921.0,Gig Worker,2025-07-17 00:00:00,PENDING,Unknown,VALID_12_DIGIT,False,False
USR57889,Vasudha Garg,BSDYC6553X,9842385136267,,Chennai,Tamil Nadu,84243.0,Gig Worker,2024-09-04 00:00:00,VERIFIED,Unknown,INVALID_LENGTH,True,False
USR57891,Timothy Doctor,DLBXF6631F,078337974416,1966-02-10 09:25:38,Lucknow,Uttar Pradesh,22369.0,Self Employed,2025-05-11 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57892,Devansh Handa,JYMLJ2086C,7080,,Jaipur,Rajasthan,30500.0,Unemployed,2024-05-19 00:00:00,VERIFIED,Low,PARTIAL_4_DIGIT,True,False
USR57893,Ekalinga Dhingra,JNVFV3877,964218429970,1972-06-14 03:36:00,Jaipur,Rajasthan,26211.0,Salaried,2026-03-30 00:00:00,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57896,Aarini Sridhar,SRWPU5539J,642564308134,1979-10-12 00:00:00,Hyderabad,Telangana,15621.0,Unemployed,2025-12-13 22:26:31,VERIFIED,Low,VALID_12_DIGIT,False,False
USR57899,Upkaar Mammen,RANOZ4700E,441436059947,,Bengaluru,Karnataka,29717.0,Unemployed,2024-11-28 01:43:27,VERIFIED,Low,VALID_12_DIGIT,True,False
USR57903,Yochana Ranganathan,YXNNL3223J,420706993862,1974-10-20 20:48:19,Chennai,Tamil Nadu,21364.0,Business Owner,,VERIFIED,Medium,VALID_12_DIGIT,False,True
USR57905,Harish Oommen,KWLWH3203,088549714804,1973-03-06 00:00:00,Ludhiana,Punjab,26893.0,Freelancer,2025-09-23 00:00:00,PENDING,Low,VALID_12_DIGIT,False,False
USR57907,Ba1Haar Mem0N,TJPIU9214P,316504461040,,Jaipur,Rajasthan,21224.0,Freelancer,,VERIFIED,Low,VALID_12_DIGIT,True,True
USR57908,Gauri Kibe,MOWKT4690M,5510585603,1981-01-01 07:38:00,Ludhiana,Punjab,16790.0,Farmer,2024-04-28 00:00:00,REJECTED,Unknown,INVALID_LENGTH,False,False
